ESTUDIANTE,promedio_general,promedio_mediana,promedio_min,promedio_max,promedio_std,asistencia_promedio,asistencia_mediana,asistencia_min,asistencia_max,asistencia_std,total_materias,materias_aprobadas,materias_reprobadas,tasa_aprobacion,tasa_reprobacion,max_vez_cursada,promedio_vez_cursada,materias_repetidas,nivel_max,nivel_min,num_periodos,num_materias_distintas,avance_niveles,num_periodos_regulares,materias_nota_cero,materias_asist_cero,materias_nota_menor5,materias_asist_menor50,pct_nota_cero,pct_asist_cero,materias_ingles,registros_especiales,materias_prom_periodo,materias_max_periodo,prom_primer,asist_primer,prom_ultimo,asist_ultimo,cambio_promedio,cambio_asistencia,DESERTOR
Estudiante 378,8.452222222222222,8.63,7.0,9.83,0.8694362796918728,76.66666666666667,100.0,0,100,43.520110293977886,9,9,0,1.0,0.0,1,1.0,0,2,1,3,9,1,1,0,2,0,2,0.0,0.2222222222222222,2,2,3.0,7,8.604285714285714,98.57142857142857,8.1,0.0,-0.5042857142857144,-98.57142857142857,0
Estudiante 379,8.790000000000001,9.145,7.17,9.8,0.9428982675014007,86.75,100.0,0,100,35.11511680987874,8,8,0,1.0,0.0,1,1.0,0,1,1,2,8,0,1,0,1,0,1,0.0,0.125,1,1,4.0,7,8.692857142857143,99.14285714285714,9.47,0.0,0.7771428571428576,-99.14285714285714,0
Estudiante 38,4.812307692307693,6.18,0.0,8.28,3.102872738410203,67.53846153846153,86.0,0,100,39.15698189045258,13,5,8,0.38461538461538464,0.6153846153846154,2,1.2307692307692308,3,2,1,2,10,1,2,2,2,6,4,0.15384615384615385,0.15384615384615385,0,0,6.5,7,5.928571428571429,91.57142857142857,3.5100000000000002,39.5,-2.4185714285714286,-52.07142857142857,0
Estudiante 380,9.08,9.36,7.15,9.66,0.8133001554513208,87.5,100.0,0,100,35.35533905932738,8,8,0,1.0,0.0,1,1.0,0,1,1,2,8,0,1,0,1,0,1,0.0,0.125,1,1,4.0,7,9.034285714285714,100.0,9.4,0.0,0.36571428571428655,-100.0,0
Estudiante 381,7.546666666666667,8.22,4.08,8.97,1.8089407581970909,96.83333333333333,100.0,81,100,7.756717518813396,6,5,1,0.8333333333333334,0.16666666666666666,1,1.0,0,1,1,1,6,0,1,0,0,1,0,0.0,0.0,0,0,6.0,6,7.546666666666667,96.83333333333333,7.546666666666667,96.83333333333333,0.0,0.0,0
Estudiante 382,4.58,4.48,0.0,9.83,4.181066166148808,56.46666666666667,93.0,0,100,48.19138433174051,15,7,8,0.4666666666666667,0.5333333333333333,2,1.4666666666666666,7,1,1,3,8,0,2,6,6,8,6,0.4,0.4,1,1,5.0,7,1.195714285714286,23.714285714285715,8.618571428571428,97.28571428571429,7.422857142857143,73.57142857142858,0
Estudiante 383,8.5025,8.344999999999999,7.01,10.0,0.9753497541175382,86.0,100.0,0,100,34.85480085809045,8,8,0,1.0,0.0,1,1.0,0,1,1,2,8,0,1,0,1,0,1,0.0,0.125,1,1,4.0,7,8.552857142857142,98.28571428571429,8.15,0.0,-0.40285714285714214,-98.28571428571429,0
Estudiante 384,7.767142857142857,7.8,7.01,8.35,0.5537061280051685,91.85714285714286,94.0,73,100,9.973775136636604,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,7.767142857142857,91.85714285714286,7.767142857142857,91.85714285714286,0.0,0.0,0
Estudiante 385,8.465714285714286,8.63,7.28,9.66,0.7913671112460418,97.42857142857143,100.0,86,100,5.255382728122435,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.465714285714286,97.42857142857143,8.465714285714286,97.42857142857143,0.0,0.0,0
Estudiante 386,5.9557142857142855,5.59,2.14,9.83,2.4054026491965756,70.28571428571429,72.0,35,100,23.963265537862224,7,2,5,0.2857142857142857,0.7142857142857143,1,1.0,0,1,1,1,7,0,1,0,0,2,2,0.0,0.0,0,0,7.0,7,5.9557142857142855,70.28571428571429,5.9557142857142855,70.28571428571429,0.0,0.0,0
Estudiante 387,9.04375,9.285,7.01,9.5,0.8319501616254252,87.0,100.0,0,100,35.18116379135696,8,8,0,1.0,0.0,1,1.0,0,1,1,2,8,0,1,0,1,0,1,0.0,0.125,1,1,4.0,7,9.027142857142858,99.42857142857143,9.16,0.0,0.13285714285714256,-99.42857142857143,0
Estudiante 388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,7,7,7,7,1.0,1.0,0,0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0
Estudiante 389,9.154285714285715,9.47,7.18,9.66,0.8877285084764963,96.0,96.0,93,100,2.999999999999999,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.154285714285715,96.0,9.154285714285715,96.0,0.0,0.0,0
Estudiante 39,6.666666666666667,7.24,2.87,8.63,1.7612921393113639,87.11111111111111,90.0,58,100,14.207783469320997,9,5,4,0.5555555555555556,0.4444444444444444,2,1.2222222222222223,2,1,1,2,7,0,2,0,0,2,0,0.0,0.0,0,0,4.5,6,6.991666666666667,93.66666666666667,6.016666666666667,74.0,-0.9750000000000005,-19.66666666666667,0
Estudiante 390,9.351111111111111,9.47,8.53,9.79,0.3940635876493933,77.44444444444444,100.0,0,100,43.91785260890812,9,9,0,1.0,0.0,1,1.0,0,2,1,3,9,1,1,0,2,0,2,0.0,0.2222222222222222,2,2,3.0,7,9.412857142857144,99.57142857142857,9.28,0.0,-0.13285714285714434,-99.57142857142857,0
Estudiante 391,8.668571428571429,8.82,7.75,9.32,0.6136347602993323,92.57142857142857,94.0,80,100,6.67974906856894,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.668571428571429,92.57142857142857,8.668571428571429,92.57142857142857,0.0,0.0,0
Estudiante 392,9.288888888888888,9.36,7.88,9.93,0.586481978504976,83.33333333333333,93.0,0,100,31.693847983480957,9,9,0,1.0,0.0,1,1.0,0,2,1,3,9,1,1,0,1,0,1,0.0,0.1111111111111111,2,2,3.0,7,9.302857142857144,95.42857142857143,9.12,0.0,-0.18285714285714505,-95.42857142857143,0
Estudiante 393,0.1457142857142857,0.0,0.0,1.02,0.3855237624694118,8.571428571428571,0.0,0,22,10.799029938797633,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,6,4,7,7,0.8571428571428571,0.5714285714285714,0,0,7.0,7,0.1457142857142857,8.571428571428571,0.1457142857142857,8.571428571428571,0.0,0.0,0
Estudiante 394,8.42,8.870000000000001,5.45,9.83,1.522878852699715,86.83333333333333,83.0,80,100,8.207719943240427,6,5,1,0.8333333333333334,0.16666666666666666,1,1.0,0,1,1,1,6,0,1,0,0,0,0,0.0,0.0,0,0,6.0,6,8.42,86.83333333333333,8.42,86.83333333333333,0.0,0.0,0
Estudiante 395,8.627142857142857,8.95,5.48,9.68,1.4595057871954948,96.57142857142857,96.0,92,100,3.4086724129853865,7,6,1,0.8571428571428571,0.14285714285714285,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.627142857142857,96.57142857142857,8.627142857142857,96.57142857142857,0.0,0.0,0
Estudiante 396,8.972222222222221,9.5,7.0,10.0,1.105472498275938,73.0,90.0,0,100,41.641325627314025,9,9,0,1.0,0.0,1,1.0,0,2,1,3,9,1,1,0,2,0,2,0.0,0.2222222222222222,2,2,3.0,7,9.127142857142857,93.85714285714286,9.5,0.0,0.3728571428571428,-93.85714285714286,0
Estudiante 397,9.531428571428572,9.66,8.7,9.98,0.4566701424963311,99.14285714285714,100.0,94,100,2.267786838055364,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.531428571428572,99.14285714285714,9.531428571428572,99.14285714285714,0.0,0.0,0
Estudiante 398,8.265,8.46,6.64,9.81,1.0168438565342415,82.875,97.0,0,100,34.53957357665469,8,7,1,0.875,0.125,1,1.0,0,1,1,2,8,0,1,0,1,0,1,0.0,0.125,1,1,4.0,7,8.497142857142858,94.71428571428571,6.64,0.0,-1.8571428571428585,-94.71428571428571,0
Estudiante 399,6.161428571428571,6.29,4.17,8.59,1.5351376547553055,85.71428571428571,94.0,64,100,15.162610655977483,7,2,5,0.2857142857142857,0.7142857142857143,1,1.0,0,1,1,1,7,0,1,0,0,2,0,0.0,0.0,0,0,7.0,7,6.161428571428571,85.71428571428571,6.161428571428571,85.71428571428571,0.0,0.0,0
Estudiante 4,8.897058823529411,9.05,7.06,9.88,0.8821264415170481,81.70588235294117,100.0,0,100,39.07647103098352,17,17,0,1.0,0.0,1,1.0,0,3,1,5,17,2,2,0,3,0,3,0.0,0.17647058823529413,3,3,3.4,7,8.8,98.42857142857143,9.88,0.0,1.08,-98.42857142857143,0
Estudiante 40,8.602,8.74,7.14,10.0,0.8714946110807897,92.6,100.0,0,100,25.706586148856317,15,15,0,1.0,0.0,1,1.0,0,2,1,3,15,1,2,0,1,0,1,0.0,0.06666666666666667,1,1,5.0,7,8.487142857142857,99.57142857142857,8.709999999999999,98.85714285714286,0.22285714285714242,-0.7142857142857082,0
Estudiante 400,8.224285714285715,8.25,7.38,9.15,0.7423803414884935,95.14285714285714,97.0,85,100,6.414269805898181,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.224285714285715,95.14285714285714,8.224285714285715,95.14285714285714,0.0,0.0,0
Estudiante 401,0.0,0.0,0.0,0.0,0.0,10.714285714285714,0.0,0,50,19.66989481173608,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,7,5,7,6,1.0,0.7142857142857143,0,0,7.0,7,0.0,10.714285714285714,0.0,10.714285714285714,0.0,0.0,0
Estudiante 402,8.625714285714286,9.18,7.0,9.66,1.0606264994938472,96.42857142857143,100.0,88,100,5.223572942509206,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.625714285714286,96.42857142857143,8.625714285714286,96.42857142857143,0.0,0.0,0
Estudiante 403,7.70875,7.42,6.89,9.84,0.9549485775235679,90.0,92.0,75,100,9.812528434899658,8,7,1,0.875,0.125,1,1.0,0,1,1,2,8,0,1,0,0,0,0,0.0,0.0,1,1,4.0,7,7.825714285714286,92.14285714285714,6.89,75.0,-0.9357142857142859,-17.14285714285714,0
Estudiante 404,9.154444444444444,9.32,7.18,9.89,0.807993055525713,77.44444444444444,100.0,0,100,43.91785260890812,9,9,0,1.0,0.0,1,1.0,0,2,1,3,9,1,1,0,2,0,2,0.0,0.2222222222222222,2,2,3.0,7,9.134285714285713,99.57142857142857,9.63,0.0,0.49571428571428733,-99.57142857142857,0
Estudiante 405,0.9514285714285714,0.0,0.0,4.18,1.6003273474660171,5.714285714285714,0.0,0,40,15.118578920369087,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,4,6,7,7,0.5714285714285714,0.8571428571428571,0,0,7.0,7,0.9514285714285714,5.714285714285714,0.9514285714285714,5.714285714285714,0.0,0.0,0
Estudiante 406,8.389999999999999,9.16,5.44,9.52,1.5263354808167173,96.14285714285714,97.0,88,100,4.488079449258574,7,6,1,0.8571428571428571,0.14285714285714285,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.389999999999999,96.14285714285714,8.389999999999999,96.14285714285714,0.0,0.0,0
Estudiante 407,9.042857142857143,9.21,7.88,9.83,0.7165359792249163,93.85714285714286,97.0,80,100,7.92524597785607,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.042857142857143,93.85714285714286,9.042857142857143,93.85714285714286,0.0,0.0,0
Estudiante 408,9.73,9.73,9.73,9.73,0.0,96.0,96.0,96,96,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,9.73,96.0,9.73,96.0,0.0,0.0,0
Estudiante 409,9.52,9.52,9.52,9.52,0.0,94.0,94.0,94,94,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,9.52,94.0,9.52,94.0,0.0,0.0,0
Estudiante 41,8.997142857142858,9.120000000000001,7.99,10.0,0.6306215318901799,98.57142857142857,100.0,92,100,2.8746715053613103,14,14,0,1.0,0.0,1,1.0,0,2,1,2,14,1,2,0,0,0,0,0.0,0.0,0,0,7.0,7,8.7,98.0,9.294285714285715,99.14285714285714,0.5942857142857161,1.1428571428571388,0
Estudiante 410,9.77,9.77,9.77,9.77,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,9.77,100.0,9.77,100.0,0.0,0.0,0
Estudiante 411,8.27,8.27,8.27,8.27,0.0,94.0,94.0,94,94,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.27,94.0,8.27,94.0,0.0,0.0,0
Estudiante 412,8.56,8.56,8.56,8.56,0.0,90.0,90.0,90,90,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.56,90.0,8.56,90.0,0.0,0.0,0
Estudiante 413,9.65,9.65,9.65,9.65,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,9.65,100.0,9.65,100.0,0.0,0.0,0
Estudiante 414,8.74,8.74,8.74,8.74,0.0,96.0,96.0,96,96,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.74,96.0,8.74,96.0,0.0,0.0,0
Estudiante 415,8.47,8.47,8.47,8.47,0.0,84.0,84.0,84,84,0.0,1,1,0,1.0,0.0,2,2.0,1,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.47,84.0,8.47,84.0,0.0,0.0,0
Estudiante 416,8.54,8.54,8.54,8.54,0.0,94.0,94.0,94,94,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.54,94.0,8.54,94.0,0.0,0.0,0
Estudiante 417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,1.0,2,2.0,1,1,1,1,1,0,1,1,1,1,1,1.0,1.0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
Estudiante 418,9.47,9.47,9.47,9.47,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,9.47,100.0,9.47,100.0,0.0,0.0,0
Estudiante 419,9.86,9.86,9.86,9.86,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,9.86,100.0,9.86,100.0,0.0,0.0,0
Estudiante 42,7.676666666666667,7.75,4.92,9.56,1.4449649855701727,85.0,100.0,0,100,34.655446902326915,15,12,3,0.8,0.2,2,1.1333333333333333,2,3,1,4,13,2,2,0,2,2,2,0.0,0.13333333333333333,2,2,3.75,7,7.472857142857143,97.85714285714286,7.29,0.0,-0.18285714285714327,-97.85714285714286,0
Estudiante 420,7.56,7.56,7.56,7.56,0.0,97.0,97.0,97,97,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.56,97.0,7.56,97.0,0.0,0.0,0
Estudiante 421,9.18,9.18,9.18,9.18,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,9.18,100.0,9.18,100.0,0.0,0.0,0
Estudiante 422,9.14,9.14,9.14,9.14,0.0,97.0,97.0,97,97,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,9.14,97.0,9.14,97.0,0.0,0.0,0
Estudiante 423,8.88,8.88,8.88,8.88,0.0,96.0,96.0,96,96,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.88,96.0,8.88,96.0,0.0,0.0,0
Estudiante 424,8.1,8.1,8.1,8.1,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.1,100.0,8.1,100.0,0.0,0.0,0
Estudiante 425,5.17,5.17,5.17,5.17,0.0,41.0,41.0,41,41,0.0,1,0,1,0.0,1.0,2,2.0,1,1,1,1,1,0,1,0,0,0,1,0.0,0.0,0,0,1.0,1,5.17,41.0,5.17,41.0,0.0,0.0,0
Estudiante 426,4.12,4.12,4.12,4.12,0.0,90.0,90.0,90,90,0.0,1,0,1,0.0,1.0,1,1.0,0,1,1,1,1,0,1,0,0,1,0,0.0,0.0,0,0,1.0,1,4.12,90.0,4.12,90.0,0.0,0.0,0
Estudiante 427,8.07,8.07,8.07,8.07,0.0,88.0,88.0,88,88,0.0,1,1,0,1.0,0.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.07,88.0,8.07,88.0,0.0,0.0,0
Estudiante 428,4.01,4.01,4.01,4.01,0.0,42.0,42.0,42,42,0.0,1,0,1,0.0,1.0,1,1.0,0,2,2,1,1,0,1,0,0,1,1,0.0,0.0,0,0,1.0,1,4.01,42.0,4.01,42.0,0.0,0.0,0
Estudiante 429,9.44,9.44,9.44,9.44,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,9.44,100.0,9.44,100.0,0.0,0.0,0
Estudiante 43,8.71125,8.905,7.0,10.0,0.8543759906114717,86.5625,100.0,0,100,33.909622528126135,16,16,0,1.0,0.0,1,1.0,0,2,1,4,16,1,2,0,2,0,2,0.0,0.125,2,2,4.0,7,8.671428571428573,98.42857142857143,8.47,0.0,-0.20142857142857196,-98.42857142857143,0
Estudiante 430,9.38,9.38,9.38,9.38,0.0,96.0,96.0,96,96,0.0,1,1,0,1.0,0.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,9.38,96.0,9.38,96.0,0.0,0.0,0
Estudiante 431,7.17,7.17,7.17,7.17,0.0,74.0,74.0,74,74,0.0,1,1,0,1.0,0.0,2,2.0,1,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.17,74.0,7.17,74.0,0.0,0.0,0
Estudiante 432,8.78,8.78,8.78,8.78,0.0,84.0,84.0,84,84,0.0,1,1,0,1.0,0.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.78,84.0,8.78,84.0,0.0,0.0,0
Estudiante 433,4.73,4.73,4.73,4.73,0.0,62.0,62.0,62,62,0.0,1,0,1,0.0,1.0,1,1.0,0,2,2,1,1,0,1,0,0,1,0,0.0,0.0,0,0,1.0,1,4.73,62.0,4.73,62.0,0.0,0.0,0
Estudiante 434,9.59,9.59,9.59,9.59,0.0,96.0,96.0,96,96,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,9.59,96.0,9.59,96.0,0.0,0.0,0
Estudiante 435,7.02,7.02,7.02,7.02,0.0,96.0,96.0,96,96,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.02,96.0,7.02,96.0,0.0,0.0,0
Estudiante 436,7.39,7.39,7.39,7.39,0.0,79.0,79.0,79,79,0.0,1,1,0,1.0,0.0,2,2.0,1,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.39,79.0,7.39,79.0,0.0,0.0,0
Estudiante 437,7.23,7.23,7.23,7.23,0.0,84.0,84.0,84,84,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.23,84.0,7.23,84.0,0.0,0.0,0
Estudiante 438,7.05,7.05,7.05,7.05,0.0,83.0,83.0,83,83,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.05,83.0,7.05,83.0,0.0,0.0,0
Estudiante 439,7.44,7.44,7.44,7.44,0.0,96.0,96.0,96,96,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.44,96.0,7.44,96.0,0.0,0.0,0
Estudiante 44,8.660625,8.865,7.22,10.0,0.9506030980382927,85.6875,100.0,0,100,33.61689803258672,16,16,0,1.0,0.0,1,1.0,0,2,1,4,16,1,2,0,2,0,2,0.0,0.125,2,2,4.0,7,8.592857142857143,98.42857142857143,9.28,0.0,0.687142857142856,-98.42857142857143,0
Estudiante 440,7.26,7.26,7.26,7.26,0.0,96.0,96.0,96,96,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.26,96.0,7.26,96.0,0.0,0.0,0
Estudiante 441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,1.0,1,1.0,0,3,3,1,1,0,1,1,1,1,1,1.0,1.0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
Estudiante 442,9.58,9.58,9.58,9.58,0.0,96.0,96.0,96,96,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,9.58,96.0,9.58,96.0,0.0,0.0,0
Estudiante 443,9.08,9.08,9.08,9.08,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,9.08,100.0,9.08,100.0,0.0,0.0,0
Estudiante 444,1.70625,1.6099999999999999,0.0,4.97,1.7746060931131409,41.625,34.5,0,100,45.324031783843516,8,0,8,0.0,1.0,1,1.0,0,1,1,2,8,0,1,3,4,8,4,0.375,0.5,1,1,4.0,7,1.7257142857142858,47.57142857142857,1.57,0.0,-0.1557142857142857,-47.57142857142857,1
Estudiante 445,0.8757142857142857,0.0,0.0,5.06,1.8876957482855223,9.142857142857142,0.0,0,64,24.189726272590544,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,5,6,6,6,0.7142857142857143,0.8571428571428571,0,1,7.0,7,0.8757142857142857,9.142857142857142,0.8757142857142857,9.142857142857142,0.0,0.0,1
Estudiante 446,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0,48,19.595917942265423,6,0,6,0.0,1.0,1,1.0,0,1,1,1,6,0,1,6,5,6,6,1.0,0.8333333333333334,0,0,6.0,6,0.0,8.0,0.0,8.0,0.0,0.0,1
Estudiante 447,1.8657142857142859,1.49,0.0,6.2,2.0900307584886333,12.571428571428571,0.0,0,88,33.26087362481199,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,2,6,6,6,0.2857142857142857,0.8571428571428571,0,0,7.0,7,1.8657142857142859,12.571428571428571,1.8657142857142859,12.571428571428571,0.0,0.0,1
Estudiante 448,2.87125,2.325,0.0,6.55,3.113218075515155,35.375,32.0,0,78,38.01104162890417,8,0,8,0.0,1.0,1,1.0,0,1,1,2,8,0,1,4,4,5,4,0.5,0.5,1,1,4.0,7,3.281428571428571,40.42857142857143,0.0,0.0,-3.281428571428571,-40.42857142857143,1
Estudiante 449,0.44571428571428573,0.0,0.0,3.12,1.179249155788789,0.0,0.0,0,0,0.0,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,6,7,7,7,0.8571428571428571,1.0,0,0,7.0,7,0.44571428571428573,0.0,0.44571428571428573,0.0,0.0,0.0,1
Estudiante 45,9.03,9.344999999999999,7.0,10.0,0.9488519378701824,85.9375,100.0,0,100,33.68969921702082,16,16,0,1.0,0.0,1,1.0,0,2,1,4,16,1,2,0,2,0,2,0.0,0.125,2,2,4.0,7,8.762857142857143,97.85714285714286,9.95,0.0,1.187142857142856,-97.85714285714286,0
Estudiante 450,0.2357142857142857,0.0,0.0,1.65,0.6236413804652249,0.0,0.0,0,0,0.0,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,6,7,7,7,0.8571428571428571,1.0,0,0,7.0,7,0.2357142857142857,0.0,0.2357142857142857,0.0,0.0,0.0,1
Estudiante 451,3.246666666666666,3.3899999999999997,0.0,5.1,1.7512928557687506,62.0,68.0,0,100,34.962837413459454,6,0,6,0.0,1.0,1,1.0,0,1,1,1,6,0,1,1,1,5,1,0.16666666666666666,0.16666666666666666,0,0,6.0,6,3.246666666666666,62.0,3.246666666666666,62.0,0.0,0.0,1
Estudiante 452,1.9042857142857144,2.13,0.0,5.42,2.0507466700599335,12.571428571428571,0.0,0,88,33.26087362481199,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,3,6,6,6,0.42857142857142855,0.8571428571428571,0,0,7.0,7,1.9042857142857144,12.571428571428571,1.9042857142857144,12.571428571428571,0.0,0.0,1
Estudiante 453,6.755,6.885,4.01,8.65,1.6550498481918905,96.16666666666667,95.0,93,100,3.1251666622224574,6,3,3,0.5,0.5,1,1.0,0,1,1,1,6,0,1,0,0,1,0,0.0,0.0,0,0,6.0,6,6.755,96.16666666666667,6.755,96.16666666666667,0.0,0.0,1
Estudiante 454,0.7833333333333333,0.0,0.0,2.35,1.3567731325956207,0.0,0.0,0,0,0.0,3,0,3,0.0,1.0,1,1.0,0,1,1,1,3,0,1,2,3,3,3,0.6666666666666666,1.0,0,0,3.0,3,0.7833333333333333,0.0,0.7833333333333333,0.0,0.0,0.0,1
Estudiante 455,2.728,3.01,0.0,7.16,2.964653436744336,29.8,0.0,0,79,40.92920717531675,5,1,4,0.2,0.8,1,1.0,0,1,1,1,5,0,1,2,3,4,3,0.4,0.6,0,1,5.0,5,2.728,29.8,2.728,29.8,0.0,0.0,1
Estudiante 456,8.76,8.76,8.76,8.76,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.76,100.0,8.76,100.0,0.0,0.0,1
Estudiante 457,9.4,9.4,9.4,9.4,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,9.4,100.0,9.4,100.0,0.0,0.0,1
Estudiante 458,8.76,8.76,8.76,8.76,0.0,96.0,96.0,96,96,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.76,96.0,8.76,96.0,0.0,0.0,1
Estudiante 459,9.13,9.13,9.13,9.13,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,9.13,100.0,9.13,100.0,0.0,0.0,1
